date,open,high,low,close,volume,barCount,wap
2026-03-17 15:05:00+00:00,6734.6,6734.94,6727.79,6727.81,0,290,0.0
2026-03-17 15:10:00+00:00,6727.74,6730.99,6726.49,6728.62,0,291,0.0
2026-03-17 15:15:00+00:00,6728.58,6735.27,6728.49,6733.38,0,294,0.0
2026-03-17 15:20:00+00:00,6733.49,6735.15,6726.13,6730.19,0,296,0.0
2026-03-17 15:25:00+00:00,6730.25,6734.41,6726.55,6726.73,0,290,0.0
2026-03-17 15:30:00+00:00,6726.61,6730.74,6721.82,6721.87,0,291,0.0
2026-03-17 15:35:00+00:00,6722.05,6723.9,6713.19,6717.86,0,294,0.0
2026-03-17 15:40:00+00:00,6717.69,6721.5,6715.71,6721.49,0,296,0.0
2026-03-17 15:45:00+00:00,6721.45,6725.3,6719.38,6719.38,0,283,0.0
2026-03-17 15:50:00+00:00,6719.28,6724.76,6719.28,6723.22,0,288,0.0
2026-03-17 15:55:00+00:00,6723.13,6723.93,6718.32,6720.39,0,291,0.0
2026-03-17 16:00:00+00:00,6720.17,6720.17,6713.03,6715.89,0,289,0.0
2026-03-17 16:05:00+00:00,6715.92,6718.43,6710.8,6715.83,0,289,0.0
2026-03-17 16:10:00+00:00,6715.78,6721.52,6715.61,6716.72,0,289,0.0
2026-03-17 16:15:00+00:00,6716.77,6723.71,6715.54,6723.65,0,291,0.0
2026-03-17 16:20:00+00:00,6724.46,6724.66,6719.65,6724.08,0,289,0.0
2026-03-17 16:25:00+00:00,6724.0,6724.0,6719.45,6721.76,0,287,0.0
2026-03-17 16:30:00+00:00,6721.82,6723.31,6717.6,6720.45,0,284,0.0
2026-03-17 16:35:00+00:00,6720.5,6723.71,6716.87,6718.01,0,293,0.0
2026-03-17 16:40:00+00:00,6718.03,6723.98,6717.72,6723.83,0,286,0.0
2026-03-17 16:45:00+00:00,6724.13,6725.28,6721.75,6722.68,0,281,0.0
2026-03-17 16:50:00+00:00,6722.54,6723.56,6720.76,6721.82,0,290,0.0
2026-03-17 16:55:00+00:00,6722.04,6723.25,6718.62,6719.07,0,283,0.0
2026-03-17 17:00:00+00:00,6719.12,6728.42,6718.95,6727.88,0,291,0.0
2026-03-17 17:05:00+00:00,6727.41,6728.46,6725.85,6727.85,0,287,0.0
2026-03-17 17:10:00+00:00,6727.83,6728.5,6722.47,6725.23,0,286,0.0
2026-03-17 17:15:00+00:00,6725.22,6725.22,6722.66,6723.86,0,282,0.0
2026-03-17 17:20:00+00:00,6723.92,6725.44,6721.34,6724.21,0,282,0.0
2026-03-17 17:25:00+00:00,6724.2,6725.88,6722.25,6724.63,0,274,0.0
2026-03-17 17:30:00+00:00,6724.64,6726.42,6723.19,6723.99,0,287,0.0
2026-03-17 17:35:00+00:00,6723.95,6728.98,6723.88,6728.56,0,285,0.0
2026-03-17 17:40:00+00:00,6728.58,6728.87,6722.0,6722.0,0,283,0.0
2026-03-17 17:45:00+00:00,6722.41,6724.12,6720.36,6722.85,0,285,0.0
2026-03-17 17:50:00+00:00,6722.86,6728.12,6721.3,6727.55,0,286,0.0
2026-03-17 17:55:00+00:00,6727.64,6727.94,6725.99,6726.36,0,284,0.0
2026-03-17 18:00:00+00:00,6726.39,6729.11,6723.76,6728.68,0,290,0.0
2026-03-17 18:05:00+00:00,6728.74,6731.43,6726.5,6731.43,0,289,0.0
2026-03-17 18:10:00+00:00,6731.42,6731.78,6728.35,6728.41,0,282,0.0
2026-03-17 18:15:00+00:00,6728.26,6728.95,6726.7,6727.36,0,294,0.0
2026-03-17 18:20:00+00:00,6727.32,6727.32,6719.39,6719.39,0,284,0.0
2026-03-17 18:25:00+00:00,6719.38,6721.48,6718.52,6718.92,0,279,0.0
2026-03-17 18:30:00+00:00,6718.9,6720.86,6717.21,6720.48,0,289,0.0
2026-03-17 18:35:00+00:00,6720.43,6721.58,6718.75,6720.38,0,280,0.0
2026-03-17 18:40:00+00:00,6720.28,6721.57,6717.62,6717.95,0,284,0.0
2026-03-17 18:45:00+00:00,6717.9,6721.1,6717.76,6720.72,0,278,0.0
2026-03-17 18:50:00+00:00,6720.66,6723.93,6718.53,6723.69,0,282,0.0
2026-03-17 18:55:00+00:00,6723.74,6723.74,6717.99,6720.21,0,285,0.0
2026-03-17 19:00:00+00:00,6720.36,6722.34,6718.83,6719.51,0,289,0.0
